track,exp01_jerk,exp05_jerk
mBR0_,0.13391800224781036,0.3932528793811798
mBR1_,0.14330001175403595,0.30590441823005676
mBR2_,0.1885818988084793,0.2350723296403885
mBR3_,0.3256719708442688,0.433173805475235
mBR4_,0.17588961124420166,0.18772843480110168
mBR5_,0.14140760898590088,0.5944206714630127
mHO0_,0.1334262639284134,0.2577543258666992
mHO1_,0.32116690278053284,0.3320295512676239
mHO2_,0.46853959560394287,0.2696371376514435
mHO3_,0.2720448970794678,0.38086405396461487
mHO4_,0.08573742210865021,0.42820271849632263
mHO5_,0.18903197348117828,0.49150973558425903
mJB0_,0.17767660319805145,0.2678285539150238
mJB1_,0.06365793198347092,0.3324895203113556
mJB2_,0.512076735496521,0.29115185141563416
mJB3_,0.3586159646511078,0.586226761341095
mJB4_,0.11216393113136292,0.30290088057518005
mJB5_,0.14271339774131775,0.3514944612979889
mJS0_,0.23255857825279236,0.3562268614768982
mJS1_,0.42433950304985046,0.2930058538913727
mJS2_,0.141336590051651,0.2640587389469147
mJS3_,0.3346823751926422,0.4957350194454193
mJS4_,0.2096044272184372,0.4961155354976654
mJS5_,0.22228269279003143,0.21713921427726746
mKR0_,0.20696976780891418,0.36922720074653625
mKR1_,0.17440596222877502,0.2793116569519043
mKR2_,0.1944143921136856,0.6737731695175171
mKR3_,0.2282102406024933,0.33329883217811584
mKR4_,0.1128145307302475,0.2204992026090622
mKR5_,0.1132115051150322,0.19168950617313385
mLH0_,0.13718469440937042,0.2996308207511902
mLH1_,0.21343573927879333,0.32459133863449097
mLH2_,0.1582031548023224,0.2704712748527527
mLH3_,0.14992637932300568,0.24166443943977356
mLH4_,0.15540890395641327,0.3640608489513397
mLH5_,0.14790010452270508,0.19198668003082275
mLO0_,0.16241559386253357,0.41160064935684204
mLO1_,0.3141001760959625,0.4238816499710083
mLO2_,0.22353419661521912,0.3138123154640198
mLO3_,0.193126380443573,0.17609219253063202
mLO4_,0.20705191791057587,0.31315937638282776
mLO5_,0.13880756497383118,0.3475085496902466
mMH0_,0.12560251355171204,0.2376808375120163
mMH1_,0.2929946780204773,0.445070743560791
mMH2_,0.18524910509586334,0.48870745301246643
mMH3_,0.23495084047317505,0.16751962900161743
mMH4_,0.17800532281398773,0.5856320858001709
mMH5_,0.3618476390838623,0.29282012581825256
mPO0_,0.13338230550289154,0.7848982810974121
mPO1_,0.15162809193134308,0.29998844861984253
mPO2_,0.2917272746562958,0.293233186006546
mPO3_,0.5826647281646729,0.347425639629364
mPO4_,0.21039122343063354,0.3541495203971863
mPO5_,0.2059849202632904,0.30585572123527527
mWA0_,0.21238963305950165,0.36142414808273315
mWA1_,0.1610599160194397,0.2042064070701599
mWA2_,0.24186909198760986,0.3074781894683838
mWA3_,0.19285887479782104,0.5102863907814026
mWA4_,0.13122975826263428,0.20653961598873138
mWA5_,0.08988974243402481,0.26738789677619934
