track,exp01_jerk,exp06a_jerk
mBR0_,0.13391800224781036,0.26228341460227966
mBR1_,0.14330001175403595,0.2260979861021042
mBR2_,0.1885818988084793,0.34087905287742615
mBR3_,0.3256719708442688,0.3659500181674957
mBR4_,0.17588961124420166,0.5700473785400391
mBR5_,0.14140760898590088,0.42642539739608765
mHO0_,0.1334262639284134,0.22647280991077423
mHO1_,0.32116690278053284,0.37210193276405334
mHO2_,0.46853959560394287,0.18947000801563263
mHO3_,0.2720448970794678,0.6997523307800293
mHO4_,0.08573742210865021,0.33772334456443787
mHO5_,0.18903197348117828,0.34102070331573486
mJB0_,0.17767660319805145,0.2613641619682312
mJB1_,0.06365793198347092,0.49484533071517944
mJB2_,0.512076735496521,0.4513528048992157
mJB3_,0.3586159646511078,0.2824724614620209
mJB4_,0.11216393113136292,0.3440229594707489
mJB5_,0.14271339774131775,0.33676260709762573
mJS0_,0.23255857825279236,0.44015467166900635
mJS1_,0.42433950304985046,0.4107721447944641
mJS2_,0.141336590051651,0.5275509357452393
mJS3_,0.3346823751926422,0.38450294733047485
mJS4_,0.2096044272184372,0.3249097466468811
mJS5_,0.22228269279003143,0.2709719240665436
mKR0_,0.20696976780891418,0.3584294319152832
mKR1_,0.17440596222877502,0.234444722533226
mKR2_,0.1944143921136856,0.34319236874580383
mKR3_,0.2282102406024933,0.39614707231521606
mKR4_,0.1128145307302475,0.3081665337085724
mKR5_,0.1132115051150322,0.2052900195121765
mLH0_,0.13718469440937042,0.3833412230014801
mLH1_,0.21343573927879333,0.2715601623058319
mLH2_,0.1582031548023224,0.3116941452026367
mLH3_,0.14992637932300568,0.3204503357410431
mLH4_,0.15540890395641327,0.45387253165245056
mLH5_,0.14790010452270508,0.4278653860092163
mLO0_,0.16241559386253357,0.2719375789165497
mLO1_,0.3141001760959625,0.2591455280780792
mLO2_,0.22353419661521912,0.26541054248809814
mLO3_,0.193126380443573,0.27947622537612915
mLO4_,0.20705191791057587,0.33496907353401184
mLO5_,0.13880756497383118,0.2908017933368683
mMH0_,0.12560251355171204,0.30331674218177795
mMH1_,0.2929946780204773,0.3542872965335846
mMH2_,0.18524910509586334,0.25794005393981934
mMH3_,0.23495084047317505,0.5881959199905396
mMH4_,0.17800532281398773,0.35351407527923584
mMH5_,0.3618476390838623,0.2822658121585846
mPO0_,0.13338230550289154,0.7880650162696838
mPO1_,0.15162809193134308,0.2924954891204834
mPO2_,0.2917272746562958,0.3365044891834259
mPO3_,0.5826647281646729,0.47707998752593994
mPO4_,0.21039122343063354,0.364721417427063
mPO5_,0.2059849202632904,0.2515413463115692
mWA0_,0.21238963305950165,0.42432141304016113
mWA1_,0.1610599160194397,0.39259716868400574
mWA2_,0.24186909198760986,0.2876899242401123
mWA3_,0.19285887479782104,0.7601745128631592
mWA4_,0.13122975826263428,0.3686046898365021
mWA5_,0.08988974243402481,0.3254268169403076
